,tweet,label
8514,state decides test rate covid NUM pvt lab reference max limit r NUM per test fix also advise free test test subsidized rate hour crisis,real
8515,every indian citizen get rs NUM covid NUM relief click link give viral whatsapp message,fake
8516,NUM NUM health secretary matt hancock say £ NUM isolation support payment make available next monday people low income self isolate find backhand index point right,real
8517,sp balasubrahmanyam family able pay hospital bill,fake
8518,face mask could give people covid NUM immunity researcher suggest,fake
8519,photo circulate facebook nigeria appear show president muhammadu buhari shake hand nation ’ code conduct bureau chairman mohammed isa men wear face mask — seemingly precaution novel coronavirus pandemic,fake
8520,suntan come along nicely coronavirus sun tan physique sunbathe,fake
8521,NUM people refer test await result,real
8522,coronavirus update co vid testing status update state NUM sample test upto september NUM NUM NUM sample test september NUM NUM stay safe india win,real
8523,• today ’ case bring combine total confirm probable covid NUM case NUM ⁣ ⁣ • NUM people report recovered ⁣ • today two people hospital – one middlemore north shore hospital neither icu ⁣,real
8524,sinn féin coronavirus pas varadkar tell medium,fake
8525,video muslim leader accidentally shot dead celebratory firing recover covid NUM pakistan,fake
8526,india fight corona sharply fall case fatality rate NUM india one low co vid mortality globally,real
8527,last line defense ribbon campaign announce coronavirus pandemic co vid social distancing facemasks,fake
8528,say refuse service store wear mask call department health report store mask suggest require �,fake
8529,NUM average salary medical resident NUM last year,real
8530,two case household contact previously report case three household link exist case nine case miq facility five christchurch three auckland one wellington,real
8531,study cdc prove face mask prevent spread virus �,fake
8532,pope authorize social distance baptism use water pistol pope coronavirus water pistol baptism,fake
8533,NUM people decease italy covid NUM actually die illness accord deputy,fake
8534,india fight corona round pushpin increase number co vid test labs india backhand index point stay safe india win,real
8535,tuberculosis tb high death rate coronavirus,fake
8536,dont know govt waste money test whoever want test do govt think corona state since seriousness govt let people suffer bbmp increase graveyard amp crematorium give decent amp quick cremation,fake
8537,due control measure like declaration emergency stay home guidance encourage use face mask closure school golf course church activity non essential business covid act predict positive outcome,real
8538,india fight corona pie chart show overall percentage co vid case three different category NUM total case recover discharge one fifth e NUM total case active NUM total case death secretary,real
8539,olympic game go ahead behind closed door death japan sport coronavirus olympic game,fake
8540,migrant labourer state gujarat protest amidst lockdown,fake
8541,photo chinese tapa bat,fake
8542,bioweapon news another scary thing covid survivor ’ fully recover smart news,fake
8543,solidarity trial also underway many country project complete control co vid effectively easier due availability proper medicine vaccine etc control various infectious disease across world,real
8544,people say enjoy lockdown NUM pie chart get gt gt gt,fake
8545,dozen post facebook twitter list number plant food purportedly contain natural azithromycin claim go viral amid study do azithromycin possible treatment covid NUM,fake
8546,part effort reduce risk co vid infection among health worker ncdc collaboration continue conduct lpc training across nigeria ongoing training katsina state critical reducing risk co vid transmission nationwide,real
8547,self quarantine workforce discovers NUM job could e mail co vid NUM coronavirus work home,fake
8548,uk report NUM new covid NUM case NUM sunday read late,real
8549,american confuse whether get coronavirus good bad coronavirus political correctness co vid,fake
8550,unidentified virus affect tomato crop maharashtra deadly form coronavirus,fake
8551,donor must go deep exceptional fund approve address co vid dimension without mobilization exceptional resource amount mention never reach amp essential reach,real
8552,flu amp co vid spread symptom appear flu virus may spread NUM day symptom virus cause covid NUM may spread NUM day symptoms similarity difference flu amp covid NUM,real
8553,boris johnson appear top committee mp today hospital urges people symptom go amp e NUM turn request test follow live update backhand index pointing,real
8554,loudspeaker ncdc news “ reopen society ’ mean virus longer u mean learn continue live safely require sacrifice area ” dg newspaper take responsibility,real
